access,internal,lock,Max Prob,Prediction,Reference
0.08,0.91,0.01,0.91,internal,internal
0.20,0.00,0.80,0.80,lock,lock
0.02,0.00,0.98,0.98,lock,lock
0.83,0.01,0.16,0.83,access,access
0.37,0.00,0.63,0.63,lock,access
0.87,0.01,0.12,0.87,access,access
0.07,0.00,0.93,0.93,lock,access
0.81,0.01,0.18,0.81,access,access
0.01,0.99,0.00,0.99,internal,internal
0.80,0.00,0.20,0.80,access,access
0.91,0.00,0.09,0.91,access,access
0.10,0.90,0.00,0.90,internal,internal
0.13,0.87,0.00,0.87,internal,internal
0.90,0.00,0.10,0.90,access,access
0.10,0.00,0.90,0.90,lock,lock
0.75,0.00,0.25,0.75,access,access
0.89,0.02,0.09,0.89,access,access
0.96,0.00,0.04,0.96,access,access
0.99,0.00,0.01,0.99,access,access
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.84,0.00,0.16,0.84,access,access
0.76,0.00,0.24,0.76,access,access
0.03,0.00,0.97,0.97,lock,lock
0.83,0.00,0.17,0.83,access,access
0.96,0.00,0.04,0.96,access,access
0.86,0.00,0.14,0.86,access,access
0.11,0.00,0.89,0.89,lock,lock
0.84,0.16,0.00,0.84,access,access
0.74,0.00,0.26,0.74,access,lock
0.07,0.93,0.00,0.93,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.94,0.00,0.06,0.94,access,access
0.97,0.00,0.03,0.97,access,access
0.97,0.00,0.03,0.97,access,access
0.83,0.00,0.17,0.83,access,access
0.88,0.01,0.11,0.88,access,access
0.99,0.00,0.01,0.99,access,access
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.03,0.97,0.00,0.97,internal,internal
0.57,0.00,0.43,0.57,access,access
0.09,0.88,0.03,0.88,internal,internal
0.72,0.00,0.28,0.72,access,access
0.07,0.00,0.93,0.93,lock,lock
0.17,0.00,0.83,0.83,lock,lock
0.78,0.01,0.21,0.78,access,access
0.00,1.00,0.00,1.00,internal,internal
0.59,0.00,0.41,0.59,access,lock
0.67,0.00,0.33,0.67,access,lock
0.99,0.01,0.00,0.99,access,access
0.06,0.00,0.94,0.94,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.24,0.00,0.76,0.76,lock,lock
0.29,0.00,0.71,0.71,lock,lock
0.18,0.00,0.82,0.82,lock,lock
0.02,0.98,0.00,0.98,internal,internal
0.80,0.00,0.20,0.80,access,access
0.64,0.00,0.36,0.64,access,lock
0.97,0.00,0.03,0.97,access,access
0.97,0.00,0.03,0.97,access,access
0.99,0.01,0.00,0.99,access,access
0.04,0.96,0.00,0.96,internal,internal
0.84,0.01,0.15,0.84,access,access
0.24,0.00,0.76,0.76,lock,lock
0.94,0.00,0.06,0.94,access,access
0.16,0.00,0.84,0.84,lock,lock
0.09,0.00,0.91,0.91,lock,lock
0.16,0.00,0.84,0.84,lock,lock
0.53,0.00,0.47,0.53,access,lock
0.97,0.01,0.02,0.97,access,access
1.00,0.00,0.00,1.00,access,access
0.00,1.00,0.00,1.00,internal,internal
0.29,0.00,0.71,0.71,lock,lock
0.10,0.00,0.90,0.90,lock,lock
0.98,0.00,0.02,0.98,access,access
0.11,0.00,0.89,0.89,lock,lock
0.06,0.00,0.94,0.94,lock,lock
0.87,0.00,0.13,0.87,access,access
0.46,0.00,0.54,0.54,lock,lock
0.97,0.00,0.03,0.97,access,access
0.82,0.18,0.00,0.82,access,access
0.01,0.99,0.00,0.99,internal,internal
0.62,0.00,0.38,0.62,access,lock
0.98,0.00,0.02,0.98,access,access
0.24,0.00,0.76,0.76,lock,lock
0.07,0.00,0.93,0.93,lock,lock
0.87,0.00,0.13,0.87,access,access
0.97,0.01,0.02,0.97,access,access
0.15,0.00,0.85,0.85,lock,lock
0.13,0.00,0.87,0.87,lock,lock
0.11,0.00,0.89,0.89,lock,lock
0.88,0.00,0.12,0.88,access,access
0.94,0.06,0.00,0.94,access,access
0.00,1.00,0.00,1.00,internal,internal
0.01,0.99,0.00,0.99,internal,internal
0.33,0.00,0.67,0.67,lock,access
0.39,0.00,0.61,0.61,lock,lock
0.28,0.00,0.72,0.72,lock,lock
0.02,0.98,0.00,0.98,internal,internal
0.99,0.00,0.01,0.99,access,access
0.98,0.00,0.02,0.98,access,access
0.44,0.56,0.00,0.56,internal,access
0.00,1.00,0.00,1.00,internal,internal
0.04,0.96,0.00,0.96,internal,internal
1.00,0.00,0.00,1.00,access,access
0.00,1.00,0.00,1.00,internal,internal
0.90,0.00,0.10,0.90,access,access
0.39,0.02,0.59,0.59,lock,lock
0.82,0.00,0.18,0.82,access,access
0.28,0.01,0.71,0.71,lock,lock
0.89,0.10,0.01,0.89,access,access
0.60,0.00,0.40,0.60,access,lock
0.76,0.00,0.24,0.76,access,access
0.66,0.00,0.34,0.66,access,access
0.00,1.00,0.00,1.00,internal,internal
0.22,0.00,0.78,0.78,lock,lock
0.81,0.00,0.19,0.81,access,access
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.91,0.00,0.09,0.91,access,access
0.49,0.00,0.51,0.51,lock,lock
0.37,0.00,0.63,0.63,lock,access
0.85,0.00,0.15,0.85,access,access
0.35,0.00,0.65,0.65,lock,access
0.00,1.00,0.00,1.00,internal,internal
0.05,0.00,0.95,0.95,lock,access
0.00,1.00,0.00,1.00,internal,internal
0.09,0.00,0.91,0.91,lock,lock
0.17,0.00,0.83,0.83,lock,lock
0.97,0.01,0.02,0.97,access,access
0.19,0.01,0.80,0.80,lock,lock
0.30,0.67,0.03,0.67,internal,internal
0.38,0.00,0.62,0.62,lock,access
0.90,0.00,0.10,0.90,access,access
0.50,0.00,0.50,0.50,access,access
0.00,1.00,0.00,1.00,internal,internal
0.97,0.00,0.03,0.97,access,access
0.64,0.00,0.36,0.64,access,access
0.54,0.00,0.46,0.54,access,access
0.88,0.00,0.12,0.88,access,access
0.41,0.59,0.00,0.59,internal,internal
0.55,0.00,0.45,0.55,access,lock
0.54,0.42,0.04,0.54,access,internal
0.98,0.02,0.00,0.98,access,access
0.95,0.04,0.01,0.95,access,access
0.09,0.90,0.01,0.90,internal,internal
0.90,0.00,0.10,0.90,access,lock
0.35,0.04,0.61,0.61,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.12,0.00,0.88,0.88,lock,lock
0.50,0.00,0.50,0.50,access,lock
0.31,0.68,0.01,0.68,internal,access
0.81,0.19,0.00,0.81,access,access
0.95,0.03,0.02,0.95,access,access
0.91,0.00,0.09,0.91,access,access
0.96,0.00,0.04,0.96,access,access
0.72,0.00,0.28,0.72,access,access
0.77,0.08,0.15,0.77,access,access
0.94,0.00,0.06,0.94,access,access
0.50,0.00,0.50,0.50,access,access
0.60,0.00,0.40,0.60,access,lock
0.46,0.00,0.54,0.54,lock,access
0.02,0.98,0.00,0.98,internal,internal
0.89,0.00,0.11,0.89,access,lock
0.90,0.00,0.10,0.90,access,lock
0.99,0.00,0.01,0.99,access,access
0.89,0.00,0.11,0.89,access,access
0.12,0.00,0.88,0.88,lock,lock
0.20,0.00,0.80,0.80,lock,lock
0.03,0.97,0.00,0.97,internal,internal
0.07,0.93,0.00,0.93,internal,internal
0.84,0.00,0.16,0.84,access,access
0.92,0.00,0.08,0.92,access,access
0.11,0.00,0.89,0.89,lock,lock
0.79,0.00,0.21,0.79,access,access
0.01,0.99,0.00,0.99,internal,internal
0.89,0.11,0.00,0.89,access,access
0.80,0.08,0.12,0.80,access,access
0.52,0.04,0.44,0.52,access,access
0.77,0.04,0.19,0.77,access,access
0.46,0.52,0.02,0.52,internal,internal
0.41,0.59,0.00,0.59,internal,access
0.95,0.00,0.05,0.95,access,access
0.47,0.00,0.53,0.53,lock,lock
0.86,0.00,0.14,0.86,access,access
0.83,0.00,0.17,0.83,access,access
0.00,1.00,0.00,1.00,internal,internal
0.76,0.00,0.24,0.76,access,lock
0.96,0.00,0.04,0.96,access,access
0.00,1.00,0.00,1.00,internal,internal
0.41,0.00,0.59,0.59,lock,access
0.90,0.00,0.10,0.90,access,access
0.62,0.00,0.38,0.62,access,lock
0.40,0.00,0.60,0.60,lock,lock
0.84,0.00,0.16,0.84,access,access
0.39,0.00,0.61,0.61,lock,lock
0.34,0.00,0.66,0.66,lock,lock
0.66,0.00,0.34,0.66,access,lock
0.05,0.00,0.95,0.95,lock,lock
0.68,0.00,0.32,0.68,access,access
0.46,0.00,0.54,0.54,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.16,0.84,0.00,0.84,internal,internal
0.99,0.00,0.01,0.99,access,access
0.78,0.00,0.22,0.78,access,access
0.82,0.00,0.18,0.82,access,access
0.01,0.99,0.00,0.99,internal,internal
0.86,0.00,0.14,0.86,access,access
0.98,0.00,0.02,0.98,access,access
0.94,0.05,0.01,0.94,access,access
0.36,0.00,0.64,0.64,lock,lock
0.96,0.02,0.02,0.96,access,access
0.29,0.00,0.71,0.71,lock,lock
0.11,0.00,0.89,0.89,lock,lock
0.66,0.00,0.34,0.66,access,access
0.03,0.00,0.97,0.97,lock,lock
0.41,0.00,0.59,0.59,lock,lock
0.04,0.96,0.00,0.96,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.83,0.01,0.16,0.83,access,access
0.64,0.00,0.36,0.64,access,lock
0.00,1.00,0.00,1.00,internal,internal
0.29,0.00,0.71,0.71,lock,lock
0.88,0.05,0.07,0.88,access,access
0.88,0.00,0.12,0.88,access,access
0.83,0.00,0.17,0.83,access,access
0.98,0.00,0.02,0.98,access,access
0.70,0.00,0.30,0.70,access,access
0.00,1.00,0.00,1.00,internal,internal
0.80,0.01,0.19,0.80,access,access
0.62,0.32,0.06,0.62,access,internal
0.03,0.97,0.00,0.97,internal,internal
0.10,0.00,0.90,0.90,lock,lock
0.99,0.01,0.00,0.99,access,access
0.07,0.00,0.93,0.93,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.93,0.03,0.04,0.93,access,access
0.16,0.00,0.84,0.84,lock,lock
0.37,0.00,0.63,0.63,lock,lock
0.51,0.49,0.00,0.51,access,access
0.91,0.00,0.09,0.91,access,access
0.21,0.00,0.79,0.79,lock,access
0.84,0.00,0.16,0.84,access,lock
0.34,0.00,0.66,0.66,lock,lock
0.92,0.00,0.08,0.92,access,access
0.03,0.97,0.00,0.97,internal,internal
0.59,0.00,0.41,0.59,access,access
0.92,0.00,0.08,0.92,access,access
0.88,0.00,0.12,0.88,access,access
0.02,0.98,0.00,0.98,internal,internal
0.99,0.00,0.01,0.99,access,access
0.73,0.21,0.06,0.73,access,access
0.92,0.07,0.01,0.92,access,access
0.26,0.00,0.74,0.74,lock,lock
0.44,0.01,0.55,0.55,lock,lock
1.00,0.00,0.00,1.00,access,access
0.61,0.02,0.37,0.61,access,lock
0.00,1.00,0.00,1.00,internal,internal
0.42,0.07,0.51,0.51,lock,lock
0.98,0.00,0.02,0.98,access,access
1.00,0.00,0.00,1.00,access,access
0.94,0.02,0.04,0.94,access,access
0.09,0.00,0.91,0.91,lock,lock
0.91,0.02,0.07,0.91,access,access
0.97,0.00,0.03,0.97,access,access
0.81,0.00,0.19,0.81,access,lock
0.92,0.00,0.08,0.92,access,access
0.30,0.00,0.70,0.70,lock,lock
0.50,0.00,0.50,0.50,access,access
0.78,0.00,0.22,0.78,access,access
0.81,0.01,0.18,0.81,access,access
0.85,0.00,0.15,0.85,access,access
0.00,1.00,0.00,1.00,internal,internal
0.04,0.94,0.02,0.94,internal,internal
0.96,0.00,0.04,0.96,access,access
0.97,0.00,0.03,0.97,access,access
0.91,0.02,0.07,0.91,access,access
0.57,0.00,0.43,0.57,access,access
0.99,0.00,0.01,0.99,access,access
0.01,0.99,0.00,0.99,internal,internal
0.94,0.00,0.06,0.94,access,access
0.90,0.00,0.10,0.90,access,access
0.69,0.00,0.31,0.69,access,access
0.98,0.00,0.02,0.98,access,access
0.16,0.84,0.00,0.84,internal,internal
0.98,0.01,0.01,0.98,access,access
0.00,1.00,0.00,1.00,internal,internal
0.35,0.00,0.65,0.65,lock,lock
0.02,0.98,0.00,0.98,internal,internal
0.01,0.99,0.00,0.99,internal,internal
0.81,0.01,0.18,0.81,access,access
0.87,0.00,0.13,0.87,access,access
0.00,1.00,0.00,1.00,internal,internal
0.01,0.99,0.00,0.99,internal,internal
0.23,0.00,0.77,0.77,lock,lock
0.52,0.00,0.48,0.52,access,access
0.00,1.00,0.00,1.00,internal,internal
0.95,0.00,0.05,0.95,access,access
0.02,0.98,0.00,0.98,internal,internal
0.01,0.99,0.00,0.99,internal,internal
0.74,0.02,0.24,0.74,access,access
0.23,0.77,0.00,0.77,internal,internal
0.33,0.00,0.67,0.67,lock,lock
0.16,0.00,0.84,0.84,lock,lock
0.13,0.00,0.87,0.87,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.98,0.00,0.02,0.98,access,access
0.42,0.00,0.58,0.58,lock,access
0.66,0.32,0.02,0.66,access,internal
0.22,0.00,0.78,0.78,lock,lock
0.96,0.04,0.00,0.96,access,access
0.01,0.99,0.00,0.99,internal,internal
0.92,0.03,0.05,0.92,access,access
0.96,0.00,0.04,0.96,access,access
0.99,0.00,0.01,0.99,access,access
0.00,1.00,0.00,1.00,internal,internal
0.69,0.00,0.31,0.69,access,access
0.51,0.00,0.49,0.51,access,access
0.72,0.00,0.28,0.72,access,access
0.98,0.00,0.02,0.98,access,access
0.16,0.00,0.84,0.84,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.64,0.30,0.06,0.64,access,internal
0.00,1.00,0.00,1.00,internal,internal
0.15,0.00,0.85,0.85,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.87,0.03,0.10,0.87,access,access
0.11,0.00,0.89,0.89,lock,lock
0.07,0.02,0.91,0.91,lock,lock
0.39,0.00,0.61,0.61,lock,lock
0.32,0.00,0.68,0.68,lock,lock
0.21,0.00,0.79,0.79,lock,lock
0.94,0.00,0.06,0.94,access,access
0.65,0.00,0.35,0.65,access,access
0.96,0.00,0.04,0.96,access,access
0.46,0.52,0.02,0.52,internal,internal
0.11,0.00,0.89,0.89,lock,lock
0.64,0.34,0.02,0.64,access,access
0.09,0.91,0.00,0.91,internal,internal
0.12,0.88,0.00,0.88,internal,internal
0.14,0.00,0.86,0.86,lock,lock
0.61,0.00,0.39,0.61,access,access
0.72,0.00,0.28,0.72,access,access
0.96,0.00,0.04,0.96,access,access
0.93,0.01,0.06,0.93,access,access
0.00,1.00,0.00,1.00,internal,internal
0.79,0.21,0.00,0.79,access,access
0.97,0.00,0.03,0.97,access,access
0.79,0.00,0.21,0.79,access,access
0.01,0.99,0.00,0.99,internal,internal
0.12,0.00,0.88,0.88,lock,lock
0.82,0.00,0.18,0.82,access,lock
0.95,0.02,0.03,0.95,access,access
0.90,0.04,0.06,0.90,access,access
0.39,0.00,0.61,0.61,lock,access
0.00,1.00,0.00,1.00,internal,internal
0.99,0.00,0.01,0.99,access,access
0.40,0.00,0.60,0.60,lock,lock
0.67,0.00,0.33,0.67,access,access
0.35,0.00,0.65,0.65,lock,access
0.94,0.01,0.05,0.94,access,access
0.33,0.00,0.67,0.67,lock,access
0.00,1.00,0.00,1.00,internal,internal
0.11,0.00,0.89,0.89,lock,lock
0.05,0.00,0.95,0.95,lock,lock
0.62,0.02,0.36,0.62,access,access
0.63,0.00,0.37,0.63,access,access
0.78,0.00,0.22,0.78,access,access
0.66,0.00,0.34,0.66,access,access
0.43,0.00,0.57,0.57,lock,lock
0.39,0.00,0.61,0.61,lock,lock
0.29,0.00,0.71,0.71,lock,lock
0.39,0.00,0.61,0.61,lock,access
1.00,0.00,0.00,1.00,access,access
0.04,0.96,0.00,0.96,internal,internal
0.07,0.01,0.92,0.92,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.66,0.00,0.34,0.66,access,access
0.01,0.00,0.99,0.99,lock,lock
0.98,0.01,0.01,0.98,access,access
0.00,1.00,0.00,1.00,internal,internal
0.26,0.00,0.74,0.74,lock,lock
0.22,0.00,0.78,0.78,lock,lock
0.66,0.00,0.34,0.66,access,access
0.91,0.02,0.07,0.91,access,access
0.00,1.00,0.00,1.00,internal,internal
0.30,0.00,0.70,0.70,lock,lock
0.55,0.00,0.45,0.55,access,lock
0.57,0.00,0.43,0.57,access,lock
0.15,0.00,0.85,0.85,lock,lock
0.06,0.00,0.94,0.94,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.04,0.00,0.96,0.96,lock,lock
0.87,0.00,0.13,0.87,access,access
0.06,0.00,0.94,0.94,lock,lock
0.00,1.00,0.00,1.00,internal,internal
1.00,0.00,0.00,1.00,access,access
0.89,0.00,0.11,0.89,access,access
0.82,0.18,0.00,0.82,access,access
0.02,0.98,0.00,0.98,internal,internal
0.92,0.02,0.06,0.92,access,access
0.78,0.00,0.22,0.78,access,access
0.00,1.00,0.00,1.00,internal,internal
0.77,0.00,0.23,0.77,access,access
0.81,0.00,0.19,0.81,access,access
0.76,0.00,0.24,0.76,access,access
0.03,0.00,0.97,0.97,lock,lock
0.02,0.98,0.00,0.98,internal,internal
0.84,0.00,0.16,0.84,access,access
0.71,0.00,0.29,0.71,access,access
0.49,0.00,0.51,0.51,lock,lock
0.25,0.00,0.75,0.75,lock,lock
0.62,0.00,0.38,0.62,access,access
0.96,0.00,0.04,0.96,access,access
0.22,0.00,0.78,0.78,lock,lock
0.75,0.00,0.25,0.75,access,lock
0.24,0.00,0.76,0.76,lock,access
0.82,0.00,0.18,0.82,access,access
0.69,0.00,0.31,0.69,access,access
0.14,0.00,0.86,0.86,lock,lock
0.19,0.81,0.00,0.81,internal,internal
0.30,0.00,0.70,0.70,lock,lock
0.05,0.00,0.95,0.95,lock,lock
0.71,0.00,0.29,0.71,access,lock
0.04,0.00,0.96,0.96,lock,lock
1.00,0.00,0.00,1.00,access,access
0.09,0.00,0.91,0.91,lock,lock
0.81,0.00,0.19,0.81,access,access
0.97,0.03,0.00,0.97,access,access
0.02,0.98,0.00,0.98,internal,internal
0.32,0.67,0.01,0.67,internal,internal
0.06,0.94,0.00,0.94,internal,internal
0.03,0.97,0.00,0.97,internal,internal
0.23,0.00,0.77,0.77,lock,lock
0.95,0.00,0.05,0.95,access,access
0.94,0.00,0.06,0.94,access,access
0.01,0.99,0.00,0.99,internal,internal
0.94,0.06,0.00,0.94,access,access
0.45,0.00,0.55,0.55,lock,lock
0.98,0.02,0.00,0.98,access,access
0.61,0.00,0.39,0.61,access,access
0.92,0.00,0.08,0.92,access,access
0.49,0.00,0.51,0.51,lock,lock
0.12,0.00,0.88,0.88,lock,lock
0.36,0.63,0.01,0.63,internal,internal
0.86,0.00,0.14,0.86,access,access
0.00,1.00,0.00,1.00,internal,internal
0.06,0.00,0.94,0.94,lock,lock
0.81,0.19,0.00,0.81,access,access
0.03,0.00,0.97,0.97,lock,lock
0.93,0.00,0.07,0.93,access,access
0.11,0.00,0.89,0.89,lock,lock
0.96,0.00,0.04,0.96,access,access
0.04,0.00,0.96,0.96,lock,lock
0.02,0.98,0.00,0.98,internal,internal
0.95,0.02,0.03,0.95,access,access
0.30,0.00,0.70,0.70,lock,access
0.56,0.00,0.44,0.56,access,lock
0.11,0.00,0.89,0.89,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.11,0.00,0.89,0.89,lock,lock
0.97,0.01,0.02,0.97,access,access
0.14,0.86,0.00,0.86,internal,internal
0.00,1.00,0.00,1.00,internal,internal
1.00,0.00,0.00,1.00,access,access
0.02,0.98,0.00,0.98,internal,internal
0.62,0.00,0.38,0.62,access,lock
0.78,0.22,0.00,0.78,access,access
0.09,0.00,0.91,0.91,lock,lock
0.70,0.01,0.29,0.70,access,access
0.72,0.00,0.28,0.72,access,access
0.68,0.00,0.32,0.68,access,access
0.73,0.01,0.26,0.73,access,access
0.87,0.03,0.10,0.87,access,access
0.90,0.00,0.10,0.90,access,lock
0.53,0.00,0.47,0.53,access,access
0.00,1.00,0.00,1.00,internal,internal
0.17,0.00,0.83,0.83,lock,lock
0.79,0.01,0.20,0.79,access,access
0.24,0.00,0.76,0.76,lock,access
0.75,0.06,0.19,0.75,access,access
0.01,0.99,0.00,0.99,internal,internal
0.88,0.00,0.12,0.88,access,access
0.62,0.00,0.38,0.62,access,access
0.72,0.01,0.27,0.72,access,access
0.92,0.04,0.04,0.92,access,access
0.84,0.00,0.16,0.84,access,access
0.05,0.00,0.95,0.95,lock,lock
0.36,0.00,0.64,0.64,lock,lock
0.38,0.00,0.62,0.62,lock,lock
0.08,0.00,0.92,0.92,lock,lock
0.77,0.17,0.06,0.77,access,access
0.90,0.03,0.07,0.90,access,access
0.00,1.00,0.00,1.00,internal,internal
0.85,0.00,0.15,0.85,access,lock
0.97,0.00,0.03,0.97,access,access
0.36,0.00,0.64,0.64,lock,lock
0.39,0.00,0.61,0.61,lock,lock
0.64,0.00,0.36,0.64,access,access
0.56,0.44,0.00,0.56,access,access
0.02,0.98,0.00,0.98,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.92,0.00,0.08,0.92,access,access
0.94,0.00,0.06,0.94,access,access
0.93,0.00,0.07,0.93,access,access
0.95,0.00,0.05,0.95,access,access
0.54,0.00,0.46,0.54,access,lock
0.69,0.00,0.31,0.69,access,lock
0.94,0.04,0.02,0.94,access,access
0.14,0.85,0.01,0.85,internal,internal
0.92,0.03,0.05,0.92,access,access
0.87,0.00,0.13,0.87,access,access
0.62,0.00,0.38,0.62,access,lock
0.96,0.02,0.02,0.96,access,access
0.39,0.00,0.61,0.61,lock,lock
0.26,0.00,0.74,0.74,lock,lock
0.22,0.00,0.78,0.78,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.96,0.04,0.00,0.96,access,access
0.01,0.99,0.00,0.99,internal,internal
0.14,0.86,0.00,0.86,internal,internal
0.34,0.00,0.66,0.66,lock,access
0.33,0.00,0.67,0.67,lock,lock
0.83,0.00,0.17,0.83,access,lock
0.70,0.00,0.30,0.70,access,access
0.99,0.00,0.01,0.99,access,access
0.08,0.00,0.92,0.92,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.22,0.00,0.78,0.78,lock,lock
0.17,0.00,0.83,0.83,lock,lock
0.16,0.00,0.84,0.84,lock,lock
0.81,0.00,0.19,0.81,access,lock
0.70,0.00,0.30,0.70,access,access
0.50,0.06,0.44,0.50,access,lock
0.18,0.00,0.82,0.82,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.50,0.00,0.50,0.50,access,access
0.70,0.00,0.30,0.70,access,access
0.98,0.02,0.00,0.98,access,access
0.50,0.00,0.50,0.50,access,access
0.90,0.01,0.09,0.90,access,access
0.91,0.00,0.09,0.91,access,access
0.14,0.00,0.86,0.86,lock,lock
0.53,0.02,0.45,0.53,access,access
0.11,0.00,0.89,0.89,lock,lock
0.61,0.01,0.38,0.61,access,lock
0.59,0.41,0.00,0.59,access,access
0.23,0.00,0.77,0.77,lock,lock
0.98,0.00,0.02,0.98,access,access
0.00,1.00,0.00,1.00,internal,internal
0.84,0.00,0.16,0.84,access,access
0.09,0.00,0.91,0.91,lock,lock
0.98,0.01,0.01,0.98,access,access
0.82,0.00,0.18,0.82,access,access
0.38,0.00,0.62,0.62,lock,lock
0.37,0.60,0.03,0.60,internal,internal
0.22,0.78,0.00,0.78,internal,access
0.87,0.00,0.13,0.87,access,access
0.61,0.00,0.39,0.61,access,access
0.89,0.00,0.11,0.89,access,access
0.95,0.00,0.05,0.95,access,access
0.77,0.23,0.00,0.77,access,access
0.87,0.00,0.13,0.87,access,access
0.93,0.00,0.07,0.93,access,access
0.26,0.00,0.74,0.74,lock,access
0.00,1.00,0.00,1.00,internal,internal
0.86,0.01,0.13,0.86,access,access
0.12,0.00,0.88,0.88,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.51,0.00,0.49,0.51,access,access
0.65,0.00,0.35,0.65,access,access
0.94,0.03,0.03,0.94,access,access
0.03,0.97,0.00,0.97,internal,internal
0.42,0.00,0.58,0.58,lock,access
0.01,0.99,0.00,0.99,internal,internal
0.78,0.21,0.01,0.78,access,access
0.82,0.00,0.18,0.82,access,access
0.96,0.00,0.04,0.96,access,access
0.76,0.24,0.00,0.76,access,access
0.10,0.00,0.90,0.90,lock,lock
0.98,0.00,0.02,0.98,access,access
0.29,0.00,0.71,0.71,lock,lock
0.84,0.00,0.16,0.84,access,access
0.00,1.00,0.00,1.00,internal,internal
0.95,0.04,0.01,0.95,access,access
0.77,0.23,0.00,0.77,access,access
0.18,0.00,0.82,0.82,lock,lock
0.01,0.99,0.00,0.99,internal,internal
0.09,0.91,0.00,0.91,internal,internal
0.90,0.00,0.10,0.90,access,access
0.00,1.00,0.00,1.00,internal,internal
0.93,0.00,0.07,0.93,access,access
0.22,0.00,0.78,0.78,lock,lock
0.98,0.02,0.00,0.98,access,access
0.27,0.73,0.00,0.73,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.90,0.00,0.10,0.90,access,access
0.16,0.00,0.84,0.84,lock,lock
0.99,0.00,0.01,0.99,access,access
0.49,0.00,0.51,0.51,lock,access
0.12,0.87,0.01,0.87,internal,internal
0.01,0.99,0.00,0.99,internal,internal
0.30,0.00,0.70,0.70,lock,lock
1.00,0.00,0.00,1.00,access,access
0.97,0.00,0.03,0.97,access,access
0.18,0.00,0.82,0.82,lock,lock
0.22,0.00,0.78,0.78,lock,lock
0.53,0.00,0.47,0.53,access,access
0.19,0.00,0.81,0.81,lock,lock
1.00,0.00,0.00,1.00,access,access
1.00,0.00,0.00,1.00,access,access
0.00,1.00,0.00,1.00,internal,internal
0.80,0.00,0.20,0.80,access,access
0.70,0.00,0.30,0.70,access,lock
0.89,0.00,0.11,0.89,access,access
0.00,1.00,0.00,1.00,internal,internal
0.06,0.00,0.94,0.94,lock,lock
0.92,0.00,0.08,0.92,access,access
0.18,0.82,0.00,0.82,internal,internal
0.85,0.00,0.15,0.85,access,access
0.00,1.00,0.00,1.00,internal,internal
0.79,0.00,0.21,0.79,access,access
0.73,0.01,0.26,0.73,access,access
0.56,0.00,0.44,0.56,access,lock
0.84,0.00,0.16,0.84,access,access
0.00,1.00,0.00,1.00,internal,internal
0.00,1.00,0.00,1.00,internal,internal
0.94,0.00,0.06,0.94,access,access
0.24,0.00,0.76,0.76,lock,lock
0.00,1.00,0.00,1.00,internal,internal
0.49,0.00,0.51,0.51,lock,access
0.96,0.00,0.04,0.96,access,access
0.44,0.00,0.56,0.56,lock,access
0.19,0.00,0.81,0.81,lock,lock
0.56,0.00,0.44,0.56,access,access
0.92,0.00,0.08,0.92,access,access
0.99,0.00,0.01,0.99,access,access
0.00,1.00,0.00,1.00,internal,internal
0.28,0.00,0.72,0.72,lock,lock
0.88,0.00,0.12,0.88,access,access
0.00,1.00,0.00,1.00,internal,internal
0.27,0.00,0.73,0.73,lock,access
0.31,0.69,0.00,0.69,internal,internal
0.85,0.00,0.15,0.85,access,access
0.87,0.00,0.13,0.87,access,access
0.89,0.00,0.11,0.89,access,access
0.97,0.00,0.03,0.97,access,access
0.66,0.04,0.30,0.66,access,lock
0.79,0.00,0.21,0.79,access,lock
0.92,0.07,0.01,0.92,access,access
0.99,0.00,0.01,0.99,access,access
0.66,0.00,0.34,0.66,access,access
0.97,0.00,0.03,0.97,access,access
0.78,0.01,0.21,0.78,access,access
0.29,0.71,0.00,0.71,internal,internal
0.62,0.00,0.38,0.62,access,access
0.15,0.00,0.85,0.85,lock,lock
0.70,0.00,0.30,0.70,access,access
0.99,0.00,0.01,0.99,access,access
0.13,0.00,0.87,0.87,lock,lock
0.85,0.00,0.15,0.85,access,access
0.12,0.86,0.02,0.86,internal,internal
